Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Feet type (product.metafields.shopify.feet-type),Hoop shape (product.metafields.shopify.hoop-shape),Leg lock type (product.metafields.shopify.leg-lock-type),Material (product.metafields.shopify.material),Mount/Stand features (product.metafields.shopify.mount-stand-features),Shape (product.metafields.shopify.shape),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Hungary,Price / Hungary,Compare At Price / Hungary,Included / International,Price / International,Compare At Price / International,Status
fluo-green-monofil-zsinor-1000m,,,,,,,,,0.28mm,,,,,,,,"",0.0,shopify,deny,manual,2990.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
fluo-green-monofil-zsinor-1000m,,,,,,,,,0.30mm,,,,,,,,"",0.0,shopify,deny,manual,2990.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
fluo-green-monofil-zsinor-1000m,,,,,,,,,0.35mm,,,,,,,,"",0.0,shopify,deny,manual,2990.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
fluo-green-monofil-zsinor-1000m,,,,,,,,,0.40mm,,,,,,,,"",0.0,shopify,deny,manual,2990.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
csaligyuruzo-1031,CSALIGYŰRŰZŐ-1031,"<p>A <strong>Csaligyűrűző</strong> egy rendkívül praktikus eszköz, amely megkönnyíti és hatékonyabbá teszi a horgászatot. Ideális választás mind a kezdő, mind a tapasztalt horgászok számára, akik gyorsan és egyszerűen szeretnék felhelyezni a csalit. Az alábbi tulajdonságokkal rendelkezik:</p>
<ul>
<li>
<strong>Sokoldalú használat</strong>: Könnyedén felhelyezhetünk vele csontit, pinkit és különféle pelleteket, így sokféle csalit használhatunk a horgászat során.</li>
<li>
<strong>Erős gumi</strong>: Az eszközhöz tartozó erős gumi biztosítja, hogy a csali szilárdan tartson, és ne essen le a dobás közben. Ez különösen fontos a pontos és sikeres horgászat érdekében.</li>
<li>
<strong>Egyszerű használat</strong>: A csaligyűrűző rendkívül könnyen használható, így időt és energiát takaríthatunk meg a csalizás során. Kezdők és profik egyaránt gyorsan megtanulhatják a használatát.</li>
<li>
<strong>Praktikus és hatékony</strong>: A csaligyűrűző jelentősen megkönnyíti a csalizást, így több időt tölthetünk a halfogással és kevesebb időt a készülődéssel.</li>
</ul>
<p>A <strong>Csaligyűrűző</strong> nélkülözhetetlen eszköz minden horgász felszerelésében, hiszen segítségével gyorsan és egyszerűen rögzíthetjük a csalit, biztosítva ezzel a sikeres horgászatot.</p>
<!---->",Bull Fishing Store,Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Can Organizers,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,460.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/2024-07-20_12.14.02.png?v=1721478404,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
csaligyuruzo-4458,CSALIGYŰRŰZŐ-4458,"<p>A <strong>Csaligyűrűző</strong> egy rendkívül praktikus eszköz, amely megkönnyíti és hatékonyabbá teszi a horgászatot. Ideális választás mind a kezdő, mind a tapasztalt horgászok számára, akik gyorsan és egyszerűen szeretnék felhelyezni a csalit. Az alábbi tulajdonságokkal rendelkezik:</p>
<ul>
<li>
<strong>Sokoldalú használat</strong>: Könnyedén felhelyezhetünk vele csontit, pinkit és különféle pelleteket, így sokféle csalit használhatunk a horgászat során.</li>
<li>
<strong>Erős gumi</strong>: Az eszközhöz tartozó erős gumi biztosítja, hogy a csali szilárdan tartson, és ne essen le a dobás közben. Ez különösen fontos a pontos és sikeres horgászat érdekében.</li>
<li>
<strong>Egyszerű használat</strong>: A csaligyűrűző rendkívül könnyen használható, így időt és energiát takaríthatunk meg a csalizás során. Kezdők és profik egyaránt gyorsan megtanulhatják a használatát.</li>
<li>
<strong>Praktikus és hatékony</strong>: A csaligyűrűző jelentősen megkönnyíti a csalizást, így több időt tölthetünk a halfogással és kevesebb időt a készülődéssel.</li>
</ul>
<p>A <strong>Csaligyűrűző</strong> nélkülözhetetlen eszköz minden horgász felszerelésében, hiszen segítségével gyorsan és egyszerűen rögzíthetjük a csalit, biztosítva ezzel a sikeres horgászatot.</p>
<!---->",Bull Fishing Store,Hardware > Tools > Soldering Irons,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,490.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/2024-07-20_12.22.51.png?v=1721478048,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
horgasz-csuzli-1034,Horgász Csúzli-1034,"<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Ez a szemesanyag- és csonti lövő csúzli ideális eszköz minden horgász számára, aki pontosan és hatékonyan szeretné eljuttatni a csalit a horgászhelyre. Kifejezetten kukorica, búza és kender magvak kilövésére lett tervezve, így könnyen bejuttathatjuk a szemesanyagokat a kívánt helyre. A csúzli kialakítása lehetővé teszi, hogy a csontokat és a szemesanyagot pontosan az úszóhoz lőjük, növelve ezzel a horgászat eredményességét. Könnyen kezelhető, precíz és tartós, így hosszú távon is megbízható társ a vízparton. Ezzel a csúzlival garantáltan növelhetjük a kapásokat, hiszen a csalit pontosan oda juttathatjuk, ahol a halak tartózkodnak.</span></span></p>
<!---->",Bull Fishing Store,Sporting Goods > Fitness & General Exercise Equipment > Cardio,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,890.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/2024-07-20_12.28.24.png?v=1721477907,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hurokkoto-es-horogszabadito-2db-1013,Hurokkötő és Horogszabadító 2db-1013,"<div class=""flex max-w-full flex-col flex-grow"">
<div data-message-author-role=""assistant"" data-message-id=""d8576389-d175-4d02-a1be-cf85543ecf74"" dir=""auto"" class=""min-h-[20px] text-message flex w-full flex-col items-end gap-2 whitespace-pre-wrap break-words [.text-message+&amp;]:mt-5 overflow-x-auto"">
<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[3px]"">
<div class=""markdown prose w-full break-words dark:prose-invert light"">
<p>A <strong>Hurokkötő és Horogszabadító 2 az 1-ben</strong> eszköz egy nélkülözhetetlen kiegészítő minden horgász számára, aki hatékonyan és gyorsan szeretné elvégezni a horgászat során felmerülő feladatokat. Ez a praktikus eszköz két alapvető funkciót egyesít, megkönnyítve ezzel a horgászok életét. Az alábbi tulajdonságokkal rendelkezik:</p>
<ul>
<li>
<strong>Könnyű hurokkötés</strong>: Az eszköz segítségével könnyedén és gyorsan köthetünk hurokokat, ami hasznos a szerelékek készítése során.</li>
<li>
<strong>Gyors horogszabadítás</strong>: A horogszabadító funkció lehetővé teszi, hogy gyorsan és egyszerűen távolítsuk el a horgot a hal szájából, minimalizálva ezzel a hal sérülését.</li>
<li>
<strong>Praktikus kialakítás</strong>: Az eszköz kompakt és könnyen kezelhető, így mindig kéznél lehet, amikor szükség van rá.</li>
<li>
<strong>Kényelmes használat</strong>: Az ergonomikus kialakítás kényelmes fogást biztosít, így hosszabb használat során sem fárad el a kezünk.</li>
<li>
<strong>Tartós anyagok</strong>: Az eszköz tartós és strapabíró anyagokból készült, így hosszú távon megbízható társunk lesz a horgászat során.</li>
</ul>
<p>A <strong>Hurokkötő és Horogszabadító 2 az 1-ben</strong> eszköz ideális választás minden horgász számára, aki szeretné egyszerűsíteni és hatékonyabbá tenni a horgászati folyamatokat. Ez a praktikus eszköz segít abban, hogy több időt tölthessünk a halfogással és kevesebb időt a szerelékekkel való bíbelődéssel.</p>
</div>
</div>
</div>
</div>
<!---->",Bull Fishing Store,Home & Garden > Lawn & Garden > Gardening > Gardening Tool Accessories,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,390.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/2024-07-20_12.41.36.png?v=1721477417,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
8x-fonott-zsinor-150m,8X Fonott Zsinór 150m Zöld-1081,"<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">A 8x fonott zsinór kiváló választás előkének, pergetéshez és dobóelőknek egyaránt. Ez a zsinór rendkívül erős és strapabíró, így minden horgászmódszerhez megbízható megoldást kínál. A Kiemelkedő tulajdonságok közé tartozik a jó tapintás és a magasszilárdság, ami biztosítja a stabil és biztonságos kötéseket. A zsinór nulla nyúlású, ami pontos kapásjelzést és közvetlen kapcsolatot tesz lehetővé a hallal. Ellenáll a mechanikai sérüléseknek és a vegyi anyagoknak, így hosszú távon is megőrzi minőségét és megbízhatóságát. Ez a fonott zsinór minden horgász számára ideális választás, aki a legjobb teljesítményt és tartósságot keresi felszerelésében.</span></span></p>
<p>8X Fonott Zsinór 150m Zöld</p>
<p>0.12mm-7.3kg</p>
<p>0.16mm-9.7kg</p>
<p>0.20mm-12.6kg</p>
<p>0.25mm-18.1kg</p>
<p>0.30mm-22.5kg</p>
<p>0.35mm-27.3kg</p>
<p>0.40mm-33.8kg</p>
<!---->",Bull Fishing Store,Sporting Goods > Outdoor Recreation > Fishing > Fishing Lines & Leaders,"","",true,size,0.12mm,,,,,,,,"",0.0,shopify,deny,manual,1990.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/6_a4cbb593-2877-4ec5-8e40-cd7983dd6f7d.png?v=1721475645,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
8x-fonott-zsinor-150m,,,,,,,,,0.16mm,,,,,,,,"",0.0,shopify,deny,manual,1990.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/5_63458cb6-29d7-402c-adc9-d581f6b60b80.png?v=1721475645,2,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
8x-fonott-zsinor-150m,,,,,,,,,0.20mm,,,,,,,,"",0.0,shopify,deny,manual,1990.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
8x-fonott-zsinor-150m,,,,,,,,,0.26mm,,,,,,,,"",0.0,shopify,deny,manual,1990.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
8x-fonott-zsinor-150m,,,,,,,,,0.30mm,,,,,,,,"",0.0,shopify,deny,manual,1990.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
8x-fonott-zsinor-150m,,,,,,,,,0.35mm,,,,,,,,"",0.0,shopify,deny,manual,1990.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
8x-fonott-zsinor-150m,,,,,,,,,0.40mm,,,,,,,,"",0.0,shopify,deny,manual,1990.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
fluorocarbon-zsinor-150m,Fluorocarbon zsinór 150m-1082,"<p><br></p>
<p>A <strong>Fluorocarbon Zsinór</strong> egy sokoldalú és megbízható választás minden horgász számára, aki a legóvatosabb halakat is szeretné horogra csalni. A víztiszta zsinór számos előnyös tulajdonsággal rendelkezik, amelyek megkönnyítik és hatékonyabbá teszik a horgászatot:</p>
<ul>
<li>
<strong>Láthatatlanság</strong>: A fluorocarbon anyag víztiszta, így a legóvatosabb halak sem veszik észre a vízben, ezáltal növelve a kapások számát.</li>
<li>
<strong>Sokoldalú használat</strong>: Alkalmas horogelőkének, dobóelőkének, vagy akár 1 méteres szakasz bekötésére pergetésnél. Teljes hosszban is használható pergetésnél, így minden horgászati módszerhez ideális.</li>
<li>
<strong>Különböző méretekben elérhető</strong>: A zsinór több méretben is kapható, így minden horgász megtalálhatja a számára legmegfelelőbbet:
<ul>
<li>0.20mm - 5.9kg</li>
<li>0.23mm - 6.5kg</li>
<li>0.25mm - 7.3kg</li>
<li>0.28mm - 7.9kg</li>
<li>0.30mm - 8.6kg</li>
<li>0.35mm - 12.0kg</li>
<li>0.40mm - 15.5kg</li>
</ul>
</li>
<li>
<strong>150 méteres kiszerelés</strong>: A nagy kiszerelés biztosítja, hogy hosszabb ideig elegendő zsinór álljon rendelkezésre, így nem kell gyakran újra vásárolni.</li>
<li>
<strong>Könnyen köthető és erős</strong>: A zsinór könnyen köthető, erős és jól bírja a csomótűrést, így biztosítva a megbízhatóságot minden horgászati helyzetben.</li>
<li>
<strong>Kiváló ár-érték arány</strong>: A fluorocarbon zsinór remek ár-érték arányt kínál, így minden horgász számára elérhetővé teszi a prémium minőséget.</li>
</ul>
<p>A <strong>Fluorocarbon Zsinór</strong> a legjobb választás, ha egy megbízható, erős és láthatatlan zsinórra van szükséged, amely minden horgászati módszerhez alkalmas.</p>
<!---->",Bull Fishing Store,Hardware > Power & Electrical Supplies > Electrical Wires & Cable,"","",true,size,0.20mm,,,,,,,,"",0.0,shopify,deny,manual,990.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/7_0ffe86c4-825f-4507-9cca-110cb71651fe.png?v=1721475335,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
fluorocarbon-zsinor-150m,,,,,,,,,0.23mm,,,,,,,,"",0.0,shopify,deny,manual,990.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/8_d53c1300-6a36-4971-8970-41363724335d.png?v=1721475335,2,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
fluorocarbon-zsinor-150m,,,,,,,,,0.25mm,,,,,,,,"",0.0,shopify,deny,manual,990.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
fluorocarbon-zsinor-150m,,,,,,,,,0.28mm,,,,,,,,"",0.0,shopify,deny,manual,990.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
fluorocarbon-zsinor-150m,,,,,,,,,0.30mm,,,,,,,,"",0.0,shopify,deny,manual,990.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
fluorocarbon-zsinor-150m,,,,,,,,,0.35mm,,,,,,,,"",0.0,shopify,deny,manual,990.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
fluorocarbon-zsinor-150m,,,,,,,,,0.40mm,,,,,,,,"",0.0,shopify,deny,manual,990.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
4x-fonott-zsinor-szines-150m,4X Fonott Zsinór Színes 150m-1080,"<p> </p>
<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">A 4x fonott zsinór kiváló választás előkének, pergetéshez és dobóelőknek egyaránt. Ez a zsinór rendkívül erős és strapabíró, így minden horgászmódszerhez megbízható megoldást kínál. A Kiemelkedő tulajdonságok közé tartozik a jó tapintás és a magasszilárdság, ami biztosítja a stabil és biztonságos kötéseket. A zsinór nulla nyúlású, ami pontos kapásjelzést és közvetlen kapcsolatot tesz lehetővé a hallal. Ellenáll a mechanikai sérüléseknek és a vegyi anyagoknak, így hosszú távon is megőrzi minőségét és megbízhatóságát. Ez a fonott zsinór minden horgász számára ideális választás, aki a legjobb teljesítményt és tartósságot keresi felszerelésében.</span></span></p>
<p>4X Fonott Zsinór Színes 150m</p>
<p>0.16mm-15lb</p>
<p>0.20mm-25lb</p>
<p>0.25mm-35lb</p>
<p>0.30mm-45lb</p>
<p>0.35mm-55lb</p>
<p>0.40mm-70lb</p>
<!---->",Bull Fishing Store,Sporting Goods > Outdoor Recreation > Fishing > Fishing Lines & Leaders,"","",true,Size,0.16mm,,,,,,,,"",0.0,shopify,deny,manual,1790.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/3_09f77357-1ecb-4485-840b-cbfe6b37a204.png?v=1721475117,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
4x-fonott-zsinor-szines-150m,,,,,,,,,0.20mm,,,,,,,,"",0.0,shopify,deny,manual,1790.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/4_e4a52805-60a4-4d28-a4e9-92e7ee487f66.png?v=1721475117,2,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
4x-fonott-zsinor-szines-150m,,,,,,,,,0.26mm,,,,,,,,"",0.0,shopify,deny,manual,1790.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
4x-fonott-zsinor-szines-150m,,,,,,,,,0.30mm,,,,,,,,"",0.0,shopify,deny,manual,1790.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
4x-fonott-zsinor-szines-150m,,,,,,,,,0.35mm,,,,,,,,"",0.0,shopify,deny,manual,1790.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
4x-fonott-zsinor-szines-150m,,,,,,,,,0.40mm,,,,,,,,"",0.0,shopify,deny,manual,1790.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
4x-fonott-zsinor-150m-zold,4X Fonott Zsinór 150m Zöld-1079,"<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">A 4x fonott zsinór kiváló választás előkének, pergetéshez és dobóelőknek egyaránt. Ez a zsinór rendkívül erős és strapabíró, így minden horgászmódszerhez megbízható megoldást kínál. A Kiemelkedő tulajdonságok közé tartozik a jó tapintás és a magasszilárdság, ami biztosítja a stabil és biztonságos kötéseket. A zsinór nulla nyúlású, ami pontos kapásjelzést és közvetlen kapcsolatot tesz lehetővé a hallal. Ellenáll a mechanikai sérüléseknek és a vegyi anyagoknak, így hosszú távon is megőrzi minőségét és megbízhatóságát. Ez a fonott zsinór minden horgász számára ideális választás, aki a legjobb teljesítményt és tartósságot keresi felszerelésében.</span></span></p>
<p> </p>
<p>4X Fonott Zsinór 150m Zöld</p>
<p>0.10mm-8lb</p>
<p>0.12mm-10lb</p>
<p>0.16mm-15lb</p>
<p>0.20mm-25lb</p>
<p>0.25mm-35lb</p>
<p>0.30mm-45lb</p>
<p>0.35mm-55lb</p>
<p>0.40mm-70lb</p>
<!---->",Bull Fishing Store,Sporting Goods > Outdoor Recreation > Fishing > Fishing Lines & Leaders,"","",true,Size,0.10mm,,,,,,,,"",0.0,shopify,deny,manual,1290.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/9.png?v=1721474691,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
4x-fonott-zsinor-150m-zold,,,,,,,,,0.12mm,,,,,,,,"",0.0,shopify,deny,manual,1290.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/10_9b480cb3-de7e-4521-b29b-1c9bedf6eb29.png?v=1721474691,2,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
4x-fonott-zsinor-150m-zold,,,,,,,,,0.16mm,,,,,,,,"",0.0,shopify,deny,manual,1090.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
4x-fonott-zsinor-150m-zold,,,,,,,,,0.20mm,,,,,,,,"",0.0,shopify,deny,manual,1090.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
4x-fonott-zsinor-150m-zold,,,,,,,,,0.26mm,,,,,,,,"",0.0,shopify,deny,manual,1090.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
4x-fonott-zsinor-150m-zold,,,,,,,,,0.30mm,,,,,,,,"",0.0,shopify,deny,manual,1090.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
4x-fonott-zsinor-150m-zold,,,,,,,,,0.35mm,,,,,,,,"",0.0,shopify,deny,manual,1090.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
4x-fonott-zsinor-150m-zold,,,,,,,,,0.40mm,,,,,,,,"",0.0,shopify,deny,manual,1090.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
bull-tackle-landing-net-meritofej,Bull Tackle-Landing Net Merítőfej,"<p>Az <strong>80x80x80 Bojlis Merítő</strong> tökéletes eszköz minden nagyhalhorgász számára, aki a legnagyobb halak kifogására specializálódott. Különleges kialakítása és praktikus tulajdonságai révén jelentősen megkönnyíti a horgászatot, különösen nagy amurok és pontyok esetében. Íme néhány fő jellemzője:</p>
<ul>
<li>
<strong>Méretek</strong>: 80 cm x 80 cm x 80 cm - A nagy méret lehetővé teszi a legnagyobb halak biztonságos és egyszerű szákolását.</li>
<li>
<strong>Kerek forma</strong>: A kerek formának köszönhetően a szákolás könnyebb és gyorsabb, így minimalizálva a hal megijedésének és elszabadulásának esélyét.</li>
<li>
<strong>Kiváló nagyhalhorgászatra</strong>: Ideális választás nagy amurok és pontyok horgászatára, mivel a nagy méret és erős anyag biztosítja a halak biztonságos kezelését.</li>
<li>
<strong>Erős és tartós</strong>: A merítő kiváló minőségű anyagokból készült, amelyek biztosítják a hosszú élettartamot és a megbízhatóságot a legkeményebb horgászati körülmények között is.</li>
<li>
<strong>Könnyű kezelhetőség</strong>: A kerek forma és a könnyű szerkezet révén a merítő egyszerűen használható, még akkor is, ha nagy halakat kell kifogni.</li>
</ul>
<p>Az <strong>80x80x80 Bojlis Merítő</strong> a legjobb választás minden nagyhalhorgász számára, aki megbízható és hatékony eszközt keres a nagy halak kifogására. Ez a merítő garantálja a sikeres horgászatot és a halak biztonságos kezelését minden alkalommal.</p>
<!---->",Bull Fishing Store,Sporting Goods > Outdoor Recreation > Fishing > Fishing Nets,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,9990.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/6a0f48436f03bf48e8c7f28f9f150b4c_91801055-0367-4ecb-aaf5-4cde35c06333.png?v=1721044503,1,"",false,,,,,,,,,,,,,,,green,,,,,,,,kg,,,true,,,true,,,active
bull-tackle-landing-net-meritofej,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/files/1.png?v=1721044504,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
